player_id,player_name,age,nationality,club,position,overall_rating,potential_rating,matches_played,goals,assists,minutes_played,market_value_million_eur,contract_years_left,injury_prone,transfer_risk_level,position_group,goal_contribution,performance_score,age_group,experienced
207,Player_207,28,Portugal,Real Madrid,RB,81,86,48,12,18,1163,127.9,3,No,Low,defender,30,0.14574376612209802,prime,False
208,Player_208,22,Brazil,Bayern Munich,RW,76,93,16,25,24,1308,146.22,0,No,High,winger,49,0.16016819571865443,young,False
209,Player_209,39,Netherlands,FC Barcelona,CM,82,66,45,20,20,1492,38.51,3,No,Low,midfielder,40,0.1079088471849866,veteran,False
210,Player_210,20,Netherlands,Liverpool,CDM,68,65,41,22,0,1241,162.35,4,Yes,Medium,midfielder,22,0.06285253827558421,young,False
211,Player_211,39,Portugal,Real Madrid,CB,61,84,29,27,22,1777,13.14,2,Yes,Low,defender,49,0.09144625773776027,veteran,False
212,Player_212,27,Spain,PSG,ST,91,85,7,37,22,59,162.36,3,No,Medium,attacker,59,4.398305084745763,prime,False
213,Player_213,33,England,Liverpool,CM,81,72,39,11,5,1633,29.87,3,No,Low,midfielder,16,0.05052051439069198,veteran,False
214,Player_214,22,Argentina,Real Madrid,CDM,72,91,45,23,21,2451,61.02,5,No,Low,midfielder,44,0.06772745818033456,young,False
215,Player_215,21,Portugal,Manchester City,LB,67,70,6,12,2,335,109.14,5,No,High,defender,14,0.34776119402985073,young,False
216,Player_216,36,England,PSG,CDM,60,83,5,39,2,830,163.07,0,No,Medium,midfielder,41,0.13975903614457832,veteran,False
217,Player_217,18,Germany,Manchester City,ST,76,82,3,1,15,1592,46.4,1,No,High,attacker,16,0.05464824120603015,young,False
219,Player_219,38,Germany,PSG,RB,63,89,14,11,24,959,128.02,4,No,Medium,defender,35,0.16006256517205422,veteran,False
220,Player_220,27,Portugal,Bayern Munich,LB,72,91,30,38,16,4166,29.17,0,Yes,Medium,defender,54,0.04272683629380701,prime,False
221,Player_221,32,Netherlands,Real Madrid,CM,90,71,24,13,6,1121,86.56,4,No,Medium,midfielder,19,0.0847457627118644,veteran,False
222,Player_222,32,Netherlands,Liverpool,RB,66,93,46,29,12,2223,86.93,4,No,Low,defender,41,0.06837606837606838,veteran,False
223,Player_223,17,Spain,FC Barcelona,CDM,82,95,32,18,10,3816,55.18,3,No,Low,midfielder,28,0.030660377358490566,young,False
224,Player_224,25,Portugal,PSG,GK,83,83,51,30,9,1098,140.5,0,No,Low,goalkeeper,39,0.1814207650273224,prime,False
225,Player_225,22,Germany,PSG,CDM,64,70,34,24,6,142,166.71,0,Yes,Low,midfielder,30,0.7323943661971831,young,False
226,Player_226,32,England,Juventus,ST,64,89,54,3,23,2978,129.12,5,Yes,Low,attacker,26,0.03794492948287441,veteran,False
227,Player_227,19,England,Liverpool,GK,76,95,4,12,5,1046,175.15,2,No,High,goalkeeper,17,0.17437858508604206,young,False
228,Player_228,36,Germany,Liverpool,CDM,89,73,4,35,23,1068,9.56,1,Yes,High,midfielder,58,0.19335205992509363,veteran,False
229,Player_229,20,France,Manchester City,CB,68,84,35,36,0,4187,7.18,4,No,Medium,defender,36,0.0329591593026033,young,False
230,Player_230,35,Spain,Juventus,CM,65,74,16,2,16,3340,160.95,2,No,Low,midfielder,18,0.030089820359281438,veteran,False
231,Player_231,19,Brazil,Bayern Munich,CB,84,91,52,15,24,3435,161.66,5,No,Low,defender,39,0.05502183406113537,young,False
232,Player_232,35,Netherlands,Manchester City,RB,78,77,51,25,11,3779,19.73,2,No,Medium,defender,36,0.04339772426567875,veteran,False
233,Player_233,36,Argentina,Juventus,RW,75,66,13,39,3,4477,64.66,4,No,Medium,winger,42,0.04121063211972303,veteran,False
234,Player_234,23,England,Manchester City,CDM,80,85,28,38,2,965,150.45,3,No,Medium,midfielder,40,0.12849740932642487,prime,False
235,Player_235,36,Argentina,Bayern Munich,LW,61,97,7,18,5,1179,23.57,3,Yes,High,winger,23,0.09414758269720101,veteran,False
236,Player_236,25,Brazil,Juventus,LW,69,88,33,14,15,2434,48.5,4,No,Low,winger,29,0.05587510271158587,prime,False
237,Player_237,17,Portugal,Juventus,LB,75,98,39,31,12,500,122.74,5,No,Low,defender,43,0.335,young,False
239,Player_239,23,Brazil,Manchester City,CM,72,66,28,0,10,969,143.59,0,No,Low,midfielder,10,0.0784313725490196,prime,False
240,Player_240,34,Netherlands,Manchester City,CDM,72,94,35,5,19,987,140.03,1,No,Low,midfielder,24,0.12360688956433637,veteran,False
241,Player_241,24,Germany,PSG,ST,91,86,50,26,24,1115,62.01,3,No,High,attacker,50,0.19865470852017938,prime,False
242,Player_242,17,France,Bayern Munich,LB,67,75,36,22,20,3932,119.21,1,Yes,High,defender,42,0.04132756866734486,young,False
243,Player_243,27,Netherlands,Real Madrid,RB,77,81,28,30,12,1479,20.8,2,Yes,High,defender,42,0.11460446247464504,prime,False
244,Player_244,34,England,FC Barcelona,GK,85,77,4,11,22,4434,178.61,2,Yes,High,goalkeeper,33,0.046008119079837616,veteran,False
245,Player_245,39,Brazil,Juventus,RB,69,71,52,20,18,3124,86.76,4,Yes,High,defender,38,0.051056338028169015,veteran,False
246,Player_246,26,Argentina,Juventus,CDM,90,80,31,1,2,3567,115.17,4,No,High,midfielder,3,0.015419119708438464,prime,False
247,Player_247,19,England,Juventus,RW,92,97,51,4,11,1658,157.77,4,Yes,Medium,winger,15,0.05940892641737033,young,False
248,Player_248,23,France,FC Barcelona,GK,88,65,23,8,18,1876,0.67,5,Yes,Low,goalkeeper,26,0.11257995735607676,prime,False
249,Player_249,32,Germany,Juventus,CB,64,75,18,19,7,2051,175.69,3,Yes,Low,defender,26,0.0628961482203803,veteran,False
250,Player_250,32,Portugal,Juventus,CDM,72,70,11,17,13,4376,64.97,1,No,Low,midfielder,30,0.027879341864716637,veteran,False
251,Player_251,36,England,Bayern Munich,RW,60,84,51,21,21,2815,61.46,2,No,Low,winger,42,0.06287744227353463,veteran,False
253,Player_253,18,Brazil,Liverpool,RW,62,76,6,33,24,207,154.54,3,No,Medium,winger,57,1.1135265700483092,young,False
254,Player_254,17,France,PSG,CB,62,94,16,8,23,259,156.82,1,No,Low,defender,31,0.5675675675675675,young,False
255,Player_255,32,Argentina,PSG,CM,66,92,33,6,16,4358,4.09,1,No,Low,midfielder,22,0.025011473152822396,veteran,False
256,Player_256,28,France,Juventus,LW,94,91,42,29,5,782,10.5,5,No,Low,winger,34,0.21227621483375958,prime,False
257,Player_257,21,France,Bayern Munich,RB,74,83,6,17,3,504,165.34,4,Yes,Low,defender,20,0.26587301587301587,young,False
258,Player_258,21,Spain,Juventus,CM,62,69,16,26,3,1573,22.55,5,No,Low,midfielder,29,0.06039415130324221,young,False
259,Player_259,39,France,PSG,GK,88,69,2,15,18,4298,111.96,5,No,Low,goalkeeper,33,0.04913913448115402,veteran,False
260,Player_260,25,France,FC Barcelona,LB,89,91,28,20,11,1759,111.73,1,No,Low,defender,31,0.09977259806708356,prime,False
261,Player_261,25,Netherlands,FC Barcelona,LW,77,92,21,4,24,3794,156.62,1,No,Medium,winger,28,0.035977859778597784,prime,False
262,Player_262,19,England,Real Madrid,CM,70,90,37,28,1,3590,103.29,5,Yes,Low,midfielder,29,0.026462395543175487,young,False
263,Player_263,35,Argentina,Liverpool,CDM,60,91,53,36,16,4140,78.41,1,No,Medium,midfielder,52,0.04009661835748792,veteran,False
264,Player_264,32,Netherlands,Bayern Munich,RW,88,85,42,21,14,1401,175.4,5,No,Low,winger,35,0.11884368308351177,veteran,False
265,Player_265,32,Netherlands,Manchester City,GK,69,65,28,13,9,788,41.57,0,Yes,Low,goalkeeper,22,0.21015228426395938,veteran,False
266,Player_266,19,England,Liverpool,CDM,87,92,49,18,2,3329,47.66,5,Yes,Medium,midfielder,20,0.02628416942024632,young,False
267,Player_267,36,England,Manchester City,LW,90,79,49,34,19,2844,15.72,2,No,Low,winger,53,0.0810478199718706,veteran,False
268,Player_268,38,Brazil,Real Madrid,RW,78,81,53,23,3,3985,175.57,2,Yes,Low,winger,26,0.03262233375156838,veteran,False
269,Player_269,17,England,Real Madrid,GK,62,90,41,5,21,4012,127.29,1,Yes,High,goalkeeper,26,0.03708873379860418,young,False
270,Player_270,36,Spain,Juventus,LB,74,84,4,2,0,2092,2.67,5,Yes,Medium,defender,2,0.05401529636711281,veteran,False
271,Player_271,27,Spain,PSG,LW,92,89,29,33,0,2967,126.92,5,Yes,Medium,winger,33,0.05443208628244017,prime,False
272,Player_272,33,Netherlands,Real Madrid,GK,85,77,22,1,17,1069,73.04,4,Yes,High,goalkeeper,18,0.19083255378858746,veteran,False
273,Player_273,24,Portugal,Real Madrid,CM,75,97,54,14,3,1675,174.18,4,No,High,midfielder,17,0.04626865671641791,prime,False
274,Player_274,20,Brazil,Manchester City,GK,92,89,20,36,22,2612,50.29,4,No,Low,goalkeeper,58,0.08453292496171515,young,False
275,Player_275,22,Portugal,PSG,LW,79,72,25,14,21,4396,128.0,5,No,High,winger,35,0.036851683348498636,young,False
276,Player_276,24,Portugal,Real Madrid,CM,72,69,53,31,14,287,113.12,5,Yes,High,midfielder,45,0.5365853658536586,prime,False
277,Player_277,36,Netherlands,Liverpool,CDM,92,70,46,20,24,785,2.66,2,No,Low,midfielder,44,0.2318471337579618,veteran,False
278,Player_278,19,Germany,Real Madrid,LW,64,87,20,16,22,2316,159.4,3,No,Medium,winger,38,0.07124352331606218,young,False
279,Player_279,32,Netherlands,PSG,ST,73,94,19,33,20,2838,25.56,1,No,Low,attacker,53,0.08051444679351656,veteran,False
280,Player_280,19,Argentina,Juventus,LB,86,78,22,31,21,3637,119.61,2,No,Medium,defender,52,0.05554028045092109,young,False
281,Player_281,34,Argentina,Bayern Munich,ST,82,87,3,22,9,2628,139.71,4,No,Medium,attacker,31,0.0593607305936073,veteran,False
282,Player_282,30,England,PSG,RB,73,75,20,34,24,1265,113.75,2,No,Low,defender,58,0.15138339920948615,veteran,False
283,Player_283,34,England,Manchester City,RW,63,95,20,36,16,2983,17.93,2,No,High,winger,52,0.07157224270868254,veteran,False
285,Player_285,38,England,Liverpool,LB,63,75,14,32,21,70,43.01,4,No,High,defender,53,2.407142857142857,veteran,False
286,Player_286,19,Argentina,FC Barcelona,ST,89,77,16,24,11,2460,113.2,3,No,Low,attacker,35,0.07052845528455284,young,False
287,Player_287,32,Portugal,PSG,CB,78,76,50,36,19,611,143.59,0,No,Low,defender,55,0.31260229132569556,veteran,False
288,Player_288,25,Netherlands,Juventus,LB,90,66,13,39,11,3523,169.09,1,No,High,defender,50,0.05563440249787113,prime,False
289,Player_289,20,France,Manchester City,CB,90,81,18,20,15,3702,108.92,1,No,Low,defender,35,0.04997298757428417,young,False
290,Player_290,17,Spain,Liverpool,CM,68,92,49,37,4,2576,47.0,2,Yes,Medium,midfielder,41,0.04813664596273292,young,False
291,Player_291,20,France,Bayern Munich,ST,72,92,33,39,15,190,150.68,3,No,High,attacker,54,1.2473684210526317,young,False
292,Player_292,17,France,Liverpool,GK,73,86,5,33,16,1747,29.8,4,No,Low,goalkeeper,49,0.10028620492272466,young,False
293,Player_293,30,Argentina,PSG,CM,69,71,44,18,22,2125,4.5,0,No,Low,midfielder,40,0.07458823529411765,veteran,False
294,Player_294,37,France,Real Madrid,LB,90,79,48,26,14,1628,163.51,0,No,Low,defender,40,0.1160933660933661,veteran,False
295,Player_295,32,Netherlands,Juventus,LB,82,96,5,8,12,3372,103.78,2,No,Low,defender,20,0.045966785290628705,veteran,False
296,Player_296,36,Germany,PSG,LW,86,75,52,4,7,2996,13.0,2,Yes,Medium,winger,11,0.02720293724966622,veteran,False
297,Player_297,24,Brazil,FC Barcelona,ST,65,88,53,4,20,16,104.56,4,No,Low,attacker,24,6.78125,prime,False
298,Player_298,23,England,PSG,RB,85,67,4,24,1,1597,26.53,4,No,Low,defender,25,0.09611772072636193,prime,False
299,Player_299,19,Brazil,Bayern Munich,RB,61,94,6,25,7,1066,6.13,5,No,High,defender,32,0.1224202626641651,young,False
300,Player_300,33,Portugal,Bayern Munich,LB,72,70,32,18,9,3139,21.42,4,No,Low,defender,27,0.04587448231920994,veteran,False
301,Player_301,17,Netherlands,PSG,RB,78,66,12,29,6,3451,139.63,2,No,Medium,defender,35,0.045783830773688784,young,False
302,Player_302,32,Netherlands,Bayern Munich,RW,60,78,50,35,9,2259,136.14,3,No,Low,winger,44,0.08145196989818504,veteran,False
303,Player_303,28,Spain,Real Madrid,LW,91,82,53,15,24,2250,108.98,2,No,Medium,winger,39,0.08088888888888889,prime,False
305,Player_305,38,England,PSG,RB,88,77,12,17,10,4204,133.14,0,Yes,Medium,defender,27,0.04019980970504282,veteran,False
306,Player_306,39,Netherlands,Juventus,ST,61,90,42,20,8,283,73.74,4,No,Medium,attacker,28,0.4752650176678445,veteran,False
307,Player_307,38,France,Real Madrid,GK,70,76,26,30,3,2988,92.18,1,No,Low,goalkeeper,33,0.05622489959839357,veteran,False
308,Player_308,30,Spain,Liverpool,CM,76,82,6,0,2,602,161.63,4,No,Low,midfielder,2,0.07641196013289037,veteran,False
309,Player_309,22,England,Juventus,CM,67,73,51,2,10,1363,82.69,5,Yes,High,midfielder,12,0.05685986793837124,young,False
310,Player_310,22,Germany,Juventus,RW,81,85,2,30,2,3352,112.93,3,No,High,winger,32,0.04549522673031026,young,False
311,Player_311,29,Germany,Juventus,CB,63,88,24,24,17,4075,173.13,3,No,Medium,defender,41,0.03742331288343558,prime,False
312,Player_312,35,Germany,Liverpool,ST,70,98,32,7,18,800,81.52,4,No,High,attacker,25,0.14625,veteran,False
313,Player_313,38,Germany,Real Madrid,CB,67,72,39,0,13,759,101.15,4,No,Low,defender,13,0.16666666666666666,veteran,False
314,Player_314,24,France,Juventus,LW,68,97,16,6,23,1493,105.4,2,No,Medium,winger,29,0.09075686537173476,prime,False
315,Player_315,18,Netherlands,Juventus,GK,85,87,44,6,10,3934,43.71,1,No,Low,goalkeeper,16,0.05185561769191662,young,False
316,Player_316,37,Brazil,Manchester City,LW,61,77,13,7,23,814,132.78,2,No,Medium,winger,30,0.16646191646191646,veteran,False
317,Player_317,17,England,PSG,LB,75,78,36,18,1,372,130.93,0,No,Low,defender,19,0.35618279569892475,young,False
318,Player_318,31,France,Liverpool,ST,90,78,53,16,1,2998,38.83,0,Yes,High,attacker,17,0.037358238825883926,veteran,False
319,Player_319,17,Germany,Liverpool,LB,65,80,22,10,1,2891,2.89,3,No,Medium,defender,11,0.03787616741611899,young,False
320,Player_320,21,Portugal,Bayern Munich,CDM,80,90,23,10,9,3791,179.81,3,No,Low,midfielder,19,0.02532313373780005,young,False
321,Player_321,32,Netherlands,Liverpool,RB,85,90,28,37,22,3319,104.89,1,No,Medium,defender,59,0.0628201265441398,veteran,False
322,Player_322,35,Brazil,Real Madrid,CM,78,65,37,1,14,2189,33.0,3,No,Medium,midfielder,15,0.04431247144814984,veteran,False
323,Player_323,20,Portugal,Liverpool,LB,87,96,53,3,21,2449,51.4,5,Yes,Low,defender,24,0.07166190281747652,young,False
324,Player_324,19,Spain,Manchester City,CB,67,79,26,27,11,3967,111.39,0,Yes,Low,defender,38,0.037685908747164105,young,False
325,Player_325,33,Portugal,PSG,CDM,73,85,37,32,10,822,25.2,1,No,Low,midfielder,42,0.17092457420924576,veteran,False
326,Player_326,33,Spain,PSG,CM,83,82,52,10,16,221,7.19,0,No,Low,midfielder,26,0.5678733031674208,veteran,False
327,Player_327,28,Spain,Liverpool,LB,85,94,39,2,17,3937,143.83,4,Yes,Medium,defender,19,0.04152908305816612,prime,False
328,Player_328,30,Germany,Juventus,CDM,90,77,44,39,13,1387,128.99,4,No,Low,midfielder,52,0.12617159336697908,veteran,False
329,Player_329,37,Spain,FC Barcelona,CDM,91,88,49,4,16,3888,56.07,1,No,Medium,midfielder,20,0.03022119341563786,veteran,False
330,Player_330,22,Argentina,FC Barcelona,ST,61,94,22,20,14,2160,11.0,2,No,Medium,attacker,34,0.07060185185185185,young,False
331,Player_331,19,England,Juventus,LW,84,66,30,21,11,3270,87.79,5,No,High,winger,32,0.04709480122324159,young,False
332,Player_332,25,England,Juventus,CDM,61,83,35,36,15,1925,50.08,5,No,Medium,midfielder,51,0.08441558441558442,prime,False
333,Player_333,21,Germany,Juventus,RW,60,89,16,10,22,2951,71.9,3,Yes,Medium,winger,32,0.04811928159945781,young,False
334,Player_334,33,Argentina,Real Madrid,LW,71,78,36,21,5,3993,49.68,1,No,Low,winger,26,0.03168044077134986,veteran,False
335,Player_335,30,Portugal,FC Barcelona,CM,68,70,2,12,1,2598,31.96,5,No,Low,midfielder,13,0.02386451116243264,veteran,False
336,Player_336,37,France,Juventus,CM,87,76,35,2,1,1666,69.96,3,No,Low,midfielder,3,0.03091236494597839,veteran,False
337,Player_337,19,Portugal,Real Madrid,CM,92,84,54,12,15,3081,173.7,0,Yes,Medium,midfielder,27,0.04219409282700422,young,False
338,Player_338,17,Netherlands,Bayern Munich,CM,81,87,4,27,1,3885,48.29,2,No,Low,midfielder,28,0.025353925353925354,young,False
339,Player_339,36,France,Real Madrid,RW,84,94,45,10,7,2114,60.81,3,No,Low,winger,17,0.048013245033112585,veteran,False
340,Player_340,37,Spain,FC Barcelona,LB,77,94,14,10,6,2752,59.6,4,No,High,defender,16,0.04996366279069767,veteran,False
341,Player_341,39,Brazil,Liverpool,GK,65,94,51,20,0,3168,86.71,4,Yes,Medium,goalkeeper,20,0.04924242424242424,veteran,False
342,Player_342,17,France,Bayern Munich,CDM,77,94,48,20,3,1554,151.91,0,No,High,midfielder,23,0.058236808236808234,young,False
343,Player_343,19,Brazil,FC Barcelona,CM,75,98,5,6,10,1080,72.68,1,Yes,High,midfielder,16,0.08287037037037037,young,False
344,Player_344,34,England,Real Madrid,LW,74,80,9,16,19,3934,145.2,3,No,Low,winger,35,0.04054397559735638,veteran,False
345,Player_345,26,Brazil,Manchester City,LW,67,88,53,13,6,87,21.14,0,No,High,winger,19,1.1494252873563218,prime,False
346,Player_346,38,England,PSG,CDM,72,78,31,32,17,2700,161.14,4,No,Low,midfielder,49,0.06222222222222222,veteran,False
347,Player_347,19,Argentina,FC Barcelona,LB,66,90,22,10,3,2703,33.76,4,No,High,defender,13,0.042545320014798375,young,False
348,Player_348,24,Argentina,Juventus,GK,76,72,47,12,16,2959,7.54,4,No,Medium,goalkeeper,28,0.0616424467725583,prime,False
349,Player_349,30,Germany,Real Madrid,LB,91,78,16,0,10,2418,28.92,2,No,Medium,defender,10,0.06472291149710505,veteran,False
350,Player_350,34,Germany,Juventus,CDM,81,95,45,33,10,2422,34.74,2,Yes,Medium,midfielder,43,0.060487200660611064,veteran,False
351,Player_351,31,Spain,Juventus,CB,72,66,19,8,19,4147,91.78,4,Yes,Medium,defender,27,0.03713527851458886,veteran,False
352,Player_352,38,France,Juventus,RW,82,68,43,12,10,1747,81.26,5,No,Medium,winger,22,0.06754436176302232,veteran,False
353,Player_353,39,Spain,Juventus,CDM,88,65,40,36,14,40,129.0,1,No,High,midfielder,50,4.3,veteran,False
354,Player_354,18,England,Juventus,RB,81,84,14,29,13,2138,9.65,2,Yes,High,defender,42,0.08255378858746493,young,False
355,Player_355,26,Spain,Bayern Munich,ST,60,78,43,36,16,38,89.84,3,No,Medium,attacker,52,5.842105263157895,prime,False
356,Player_356,18,Brazil,FC Barcelona,ST,88,89,45,6,1,3084,60.18,2,No,Medium,attacker,7,0.023022049286640728,young,False
357,Player_357,33,England,FC Barcelona,LB,64,89,21,13,17,3679,113.71,3,No,Low,defender,30,0.038869257950530034,veteran,False
358,Player_358,24,Germany,PSG,CDM,94,67,49,5,15,2151,8.34,2,Yes,High,midfielder,20,0.05439330543933055,prime,False
359,Player_359,17,Argentina,Real Madrid,CDM,69,69,51,33,11,3937,6.77,4,No,Medium,midfielder,44,0.03670307340614681,young,False
360,Player_360,25,Germany,Manchester City,ST,78,90,5,15,9,2090,77.19,3,No,High,attacker,24,0.06028708133971292,prime,False
361,Player_361,27,France,Bayern Munich,GK,66,68,3,36,15,208,146.14,1,No,Medium,goalkeeper,51,0.7615384615384616,prime,False
362,Player_362,38,England,Real Madrid,ST,94,71,22,35,2,599,120.96,2,No,Low,attacker,37,0.32220367278797996,veteran,False
363,Player_363,32,England,Bayern Munich,CDM,72,94,43,5,7,604,3.5,2,No,Low,midfielder,12,0.12251655629139073,veteran,False
364,Player_364,23,Brazil,FC Barcelona,GK,69,94,44,7,21,2523,32.54,4,No,Low,goalkeeper,28,0.06563614744351962,prime,False
365,Player_365,26,France,Juventus,CM,61,83,18,23,21,3709,41.2,3,No,Medium,midfielder,44,0.043273119439201944,prime,False
366,Player_366,39,Argentina,PSG,RB,65,97,53,2,24,2156,76.44,5,No,Low,defender,26,0.06841372912801484,veteran,False
367,Player_367,19,Portugal,PSG,CB,67,97,44,3,23,213,105.82,4,No,Medium,defender,26,0.7018779342723005,young,False
368,Player_368,34,England,Liverpool,RW,84,78,30,31,1,1576,39.35,3,No,Low,winger,32,0.09771573604060914,veteran,False
369,Player_369,29,England,Manchester City,CM,66,74,43,0,21,2818,69.16,2,No,Low,midfielder,21,0.04151880766501065,prime,False
370,Player_370,23,Brazil,PSG,LW,82,92,51,33,0,2124,105.32,2,Yes,Low,winger,33,0.07368173258003767,prime,False
371,Player_371,20,Spain,Juventus,ST,78,78,2,8,13,268,69.33,2,No,Low,attacker,21,0.41044776119402987,young,False
372,Player_372,29,Netherlands,FC Barcelona,RB,81,80,27,11,24,2408,26.2,2,Yes,Low,defender,35,0.07495847176079734,prime,False
373,Player_373,36,Argentina,Manchester City,ST,72,85,2,9,3,2577,88.75,0,No,Medium,attacker,12,0.03143189755529686,veteran,False
374,Player_374,17,Germany,Real Madrid,ST,80,92,13,9,3,4257,58.66,2,No,Low,attacker,12,0.019967112990368803,young,False
375,Player_375,24,France,Juventus,CM,60,97,17,22,8,822,155.62,2,No,Low,midfielder,30,0.12895377128953772,prime,False
376,Player_376,30,England,Juventus,CB,78,70,26,5,2,3635,139.72,5,Yes,High,defender,7,0.03466299862448418,veteran,False
377,Player_377,32,England,PSG,GK,92,79,50,23,4,2595,34.65,5,No,Low,goalkeeper,27,0.08508670520231214,veteran,False
378,Player_378,30,Germany,Manchester City,ST,63,67,9,23,0,3953,27.9,3,No,High,attacker,23,0.031242094611687327,veteran,False
